Running No,DoBIH Number,Streetmap,Geograph,Hill-bagging,Name,GridRefXY,SMC Section,RHB Section,Height (m),"Height
(ft)",Map 1:50k,Map 1:25k,Grid Ref,xcoord,ycoord,1891,1921,1933,1953,1969,1974,1981,1984,1990,1997,2021,,,Latitude,Longitude
61,146,"http://www.streetmap.co.uk/map?X=261534&Y=741047&SV=261534,741047&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 61534 41047,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=146,Meall Corranaich,NN 61534 41047,2,02B,1069,3507,51,OL48E 378E,NN615410,261534,741047,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,261534,741047,56.540958,-4.2534706
62,162,"http://www.streetmap.co.uk/map?X=261105&Y=740341&SV=261105,740341&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 61105 40341,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=162,Meall Corranaich - Sron Dha Mhurchaidh,NN 61105 40341,2,02B,935,3068,51,OL48E 378E,NN611403,261105,740341,TOP,,,,,,,,,,,261105,740341,56.534494,-4.2600635
63,163,"http://www.streetmap.co.uk/map?X=261249&Y=743882&SV=261249,743882&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 61249 43882,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=163,Meall a' Choire Leith,NN 61249 43882,2,02B,925.6,3037,51,OL48E 378E,NN612438,261249,743882,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,261249,743882,56.566324,-4.2596183
64,149,"http://www.streetmap.co.uk/map?X=258518&Y=738998&SV=258518,738998&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 58518 38998,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=149,Meall nan Tarmachan,NN 58518 38998,2,02B,1043.6,3424,51,OL48E 378E,NN585389,258518,738998,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,258518,738998,56.521666,-4.3013591
65,151,"http://www.streetmap.co.uk/map?X=257837&Y=738339&SV=257837,738339&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 57837 38339,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=151,Meall nan Tarmachan - Meall Garbh,NN 57837 38339,2,02B,1026.7,3368,51,OL48E 378E,NN578383,257837,738339,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,257837,738339,56.515545,-4.312058
66,156,"http://www.streetmap.co.uk/map?X=257022&Y=738371&SV=257022,738371&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 57022 38371,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=156,Meall nan Tarmachan - Beinn nan Eachan,NN 57022 38371,2,02B,1000.1,3281,51,OL48E 378E,NN570383,257022,738371,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,257022,738371,56.515586,-4.3253088
67,155,"http://www.streetmap.co.uk/map?X=257407&Y=738390&SV=257407,738390&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 57407 38390,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=155,Meall nan Tarmachan - Beinn nan Eachan East Top,NN 57407 38390,2,02B,951.4,3121,51,OL48E 378E,NN574383,257407,738390,,TOP,TOP,TOP,TOP,TOP,,,,,,257407,738390,56.515873,-4.3190679
68,164,"http://www.streetmap.co.uk/map?X=258926&Y=738511&SV=258926,738511&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 58926 38511,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=164,Meall nan Tarmachan SE Top,NN 58926 38511,2,02B,921.6,3024,51,OL48E 378E,NN589385,258926,738511,,,,,,,,,,TOP,TOP,258926,738511,56.517417,-4.2944688
69,167,"http://www.streetmap.co.uk/map?X=256285&Y=737700&SV=256285,737700&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 56285 37700,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=167,Meall nan Tarmachan - Creag na Caillich,NN 56285 37700,2,02B,914.3,3000,51,OL48W 378W,NN562377,256285,737700,,,,,,,TOP,TOP,TOP,TOP,,256285,737700,56.509338,-4.3369045
70,150,"http://www.streetmap.co.uk/map?X=251442&Y=739704&SV=251442,739704&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 51442 39704,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=150,Meall Ghaordaidh,NN 51442 39704,2,02B,1039.8,3411,51,OL48W 378W,NN514397,251442,739704,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,251442,739704,56.525821,-4.4166684
71,145,"http://www.streetmap.co.uk/map?X=241380&Y=738339&SV=241380,738339&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 41380 38339,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=145,Beinn Sheasgarnaich [Beinn Heasgarnich],NN 41380 38339,2,02B,1077.4,3535,51,OL48W 378W,NN413383,241380,738339,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,241380,738339,56.510283,-4.579229
72,153,"http://www.streetmap.co.uk/map?X=241139&Y=737238&SV=241139,737238&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 41139 37238,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=153,Beinn Sheasgarnaich - Stob an Fhir-Bhogha,NN 41139 37238,2,02B,1029,3376,51,OL48W 378W,NN411372,241139,737238,TOP,TOP,TOP,TOP,TOP,TOP,,,,,,241139,737238,56.500321,-4.5824685
73,148,"http://www.streetmap.co.uk/map?X=239150&Y=736111&SV=239150,736111&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 39150 36111,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=148,Creag Mhor,NN 39150 36111,2,02B,1046.8,3434,50,OL48W 378W,NN391361,239150,736111,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,239150,736111,56.489531,-4.6140479
74,159,"http://www.streetmap.co.uk/map?X=238709&Y=735184&SV=238709,735184&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 38709 35184,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=159,Creag Mhor - Stob nan Clach,NN 38709 35184,2,02B,956.5,3138,50,OL48W 377E 378W,NN387351,238709,735184,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,238709,735184,56.48106,-4.620628
75,152,"http://www.streetmap.co.uk/map?X=238685&Y=732235&SV=238685,732235&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 38685 32235,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=152,Beinn Challuim [Ben Challum],NN 38685 32235,2,02B,1025,3363,50,OL48W 377E 378W,NN386322,238685,732235,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,238685,732235,56.454586,-4.6191932
76,157,"http://www.streetmap.co.uk/map?X=238637&Y=731579&SV=238637,731579&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 38637 31579,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=157,Beinn Challuim South Top [Ben Challum South Top],NN 38637 31579,2,02B,998,3274,50,OL39N OL48W 364N 377E 378W,NN386315,238637,731579,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,238637,731579,56.448682,-4.6195657
77,158,"http://www.streetmap.co.uk/map?X=243148&Y=732194&SV=243148,732194&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 43148 32194,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=158,Meall Glas,NN 43148 32194,2,02B,959,3146,51,OL48W 378W,NN431321,243148,732194,TOP,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,243148,732194,56.455724,-4.5468313
78,161,"http://www.streetmap.co.uk/map?X=244406&Y=732662&SV=244406,732662&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 44406 32662,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=161,Meall Glas - Beinn Cheathaich,NN 44406 32662,2,02B,937,3074,51,OL48W 378W,NN444326,244406,732662,MUN,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,244406,732662,56.460342,-4.5267194
79,165,"http://www.streetmap.co.uk/map?X=246290&Y=731793&SV=246290,731793&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 46290 31793,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=165,Sgiath Chuil,NN 46290 31793,2,02B,920.1,3019,51,OL48W 378W,NN462317,246290,731793,TOP,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,246290,731793,56.45316,-4.4956653
80,166,"http://www.streetmap.co.uk/map?X=246279&Y=732482&SV=246279,732482&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 46279 32482,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=166,Sgiath Chuil - Meall a' Churain,NN 46279 32482,2,02B,917.3,3010,51,OL48W 378W,NN462324,246279,732482,MUN,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,246279,732482,56.459341,-4.4962494
81,178,"http://www.streetmap.co.uk/map?X=214044&Y=758304&SV=214044,758304&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 14044 58304,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=178,Sgorr nam Fiannaidh (Aonach Eagach),NN 14044 58304,3,03A,967.7,3175,41,384,NN140583,214044,758304,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,214044,758304,56.679385,-5.0371446
82,181,"http://www.streetmap.co.uk/map?X=214932&Y=758487&SV=214932,758487&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 14932 58487,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=181,Sgorr nam Fiannaidh (Aonach Eagach) - Stob Coire Leith,NN 14932 58487,3,03A,939.5,3082,41,384,NN149584,214932,758487,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,214932,758487,56.681379,-5.0228035
83,179,"http://www.streetmap.co.uk/map?X=216124&Y=758363&SV=216124,758363&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 16124 58363,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=179,Meall Dearg (Aonach Eagach),NN 16124 58363,3,03A,952.3,3124,41,384,NN161583,216124,758363,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,216124,758363,56.680737,-5.0032861
84,180,"http://www.streetmap.co.uk/map?X=216832&Y=758018&SV=216832,758018&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 16832 58018,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=180,Meall Dearg (Aonach Eagach) - Am Bodach,NN 16832 58018,3,03A,941.9,3090,41,384,NN168580,216832,758018,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,216832,758018,56.67792,-4.9915007
85,196,"http://www.streetmap.co.uk/map?X=222265&Y=754254&SV=222265,754254&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 22265 54254,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=196,Stob Dearg (Buachaille Etive Mor),NN 22265 54254,3,03B,1021.4,3351,41,384,NN222542,222265,754254,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,222265,754254,56.646246,-4.9003504
86,197,"http://www.streetmap.co.uk/map?X=220755&Y=753271&SV=220755,753271&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 20755 53271,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=197,Stob Dearg (Buachaille Etive Mor) - Stob na Doire,NN 20755 53271,3,03B,1010.5,3315,41,384,NN207532,220755,753271,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,220755,753271,56.63685,-4.9242583
87,203,"http://www.streetmap.co.uk/map?X=219072&Y=752568&SV=219072,752568&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 19072 52568,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=203,Stob na Broige (Buachaille Etive Mor),NN 19072 52568,3,03B,953.4,3128,41,384,NN190525,219072,752568,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,MUN,MUN,219072,752568,56.629896,-4.9511663
88,206,"http://www.streetmap.co.uk/map?X=219714&Y=753041&SV=219714,753041&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 19714 53041,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=206,Stob na Broige (Buachaille Etive Mor) - Stob Coire Altruim,NN 19714 53041,3,03B,938.8,3080,41,384,NN197530,219714,753041,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,219714,753041,56.634387,-4.9410462
89,202,"http://www.streetmap.co.uk/map?X=217910&Y=753541&SV=217910,753541&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 17910 53541,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=202,Stob Dubh (Buachaille Etive Beag),NN 17910 53541,3,03B,958,3143,41,384,NN179535,217910,753541,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,217910,753541,56.638175,-4.9707674
90,209,"http://www.streetmap.co.uk/map?X=219140&Y=754796&SV=219140,754796&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 19140 54796,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=209,Stob Coire Raineach (Buachaille Etive Beag) ,NN 19140 54796,3,03B,924.5,3033,41,384,NN191547,219140,754796,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,MUN,MUN,219140,754796,56.649911,-4.9516214
91,191,"http://www.streetmap.co.uk/map?X=214341&Y=754211&SV=214341,754211&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 14341 54211,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=191,Bidean nam Bian,NN 14341 54211,3,03B,1149.4,3771,41,384,NN143542,214341,754211,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,214341,754211,56.642784,-5.0293545
92,192,"http://www.streetmap.co.uk/map?X=214833&Y=754867&SV=214833,754867&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 14833 54867,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=192,Bidean nam Bian - Stob Coire nan Lochan,NN 14833 54867,3,03B,1115.6,3660,41,384,NN148548,214833,754867,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,214833,754867,56.648864,-5.0218146
93,193,"http://www.streetmap.co.uk/map?X=213898&Y=754600&SV=213898,754600&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 13898 54600,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=193,Bidean nam Bian - Stob Coire nam Beith,NN 13898 54600,3,03B,1106.9,3632,41,384,NN138546,213898,754600,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,213898,754600,56.646098,-5.0368482
94,194,"http://www.streetmap.co.uk/map?X=215487&Y=753664&SV=215487,753664&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 15487 53664,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=194,Stob Coire Sgreamhach,NN 15487 53664,3,03B,1072,3517,41,384,NN154536,215487,753664,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,MUN,MUN,215487,753664,56.63833,-5.0103035
95,204,"http://www.streetmap.co.uk/map?X=215968&Y=754056&SV=215968,754056&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 15968 54056,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=204,Stob Coire Sgreamhach - Beinn Fhada,NN 15968 54056,3,03B,952,3123,41,384,NN159540,215968,754056,,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,215968,754056,56.642036,-5.0027521
96,208,"http://www.streetmap.co.uk/map?X=216426&Y=754319&SV=216426,754319&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 16426 54319,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=208,Stob Coire Sgreamhach - Beinn Fhada NE Top,NN 16426 54319,3,03B,931,3054,41,384,NN164543,216426,754319,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,216426,754319,56.644575,-4.9954819
97,195,"http://www.streetmap.co.uk/map?X=205684&Y=755846&SV=205684,755846&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 05684 55846,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=195,Sgorr Dhearg (Beinn a' Bheithir),NN 05684 55846,3,03B,1024,3360,41,384,NN056558,205684,755846,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,205684,755846,56.653937,-5.1715264
98,198,"http://www.streetmap.co.uk/map?X=204058&Y=755540&SV=204058,755540&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 04058 55540,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=198,Sgorr Dhonuill (Beinn a' Bheithir),NN 04058 55540,3,03B,1001,3284,41,384,NN040555,204058,755540,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,204058,755540,56.650514,-5.1977725
99,205,"http://www.streetmap.co.uk/map?X=206267&Y=756051&SV=206267,756051&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 06267 56051,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=205,Sgorr Dhearg (Beinn a' Bheithir) - Sgorr Bhan,NN 06267 56051,3,03B,947,3107,41,384,NN062560,206267,756051,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,206267,756051,56.656018,-5.1621863
100,199,"http://www.streetmap.co.uk/map?X=211117&Y=751794&SV=211117,751794&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 11117 51794,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=199,Sgurr na h-Ulaidh [Sgor na h-Ulaidh],NN 11117 51794,3,03B,994,3261,41,384,NN111517,211117,751794,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,211117,751794,56.619812,-5.0800779
101,200,"http://www.streetmap.co.uk/map?X=211819&Y=752316&SV=211819,752316&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 11819 52316,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=200,Sgurr na h-Ulaidh - Stob an Fhuarain,NN 11819 52316,3,03B,968,3176,41,384,NN118523,211819,752316,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,211819,752316,56.624777,-5.0690354
102,201,"http://www.streetmap.co.uk/map?X=209508&Y=749769&SV=209508,749769&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 09508 49769,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=201,Beinn Fhionnlaidh,NN 09508 49769,3,03B,959,3146,50,384,NN095497,209508,749769,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,209508,749769,56.600995,-5.1047661
103,207,"http://www.streetmap.co.uk/map?X=205303&Y=746088&SV=205303,746088&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 05303 46088,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=207,Beinn Sgulaird,NN 05303 46088,3,03B,937,3074,50,384,NN053460,205303,746088,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,205303,746088,56.566249,-5.1703812
104,232,"http://www.streetmap.co.uk/map?X=206962&Y=730472&SV=206962,730472&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 06962 30472,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=232,Ben Cruachan,NN 06962 30472,3,03C,1127,3698,50,377W,NN069304,206962,730472,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,206962,730472,56.426852,-5.131849
105,234,"http://www.streetmap.co.uk/map?X=206236&Y=730745&SV=206236,730745&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 06236 30745,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=234,Ben Cruachan - Stob Dearg [Taynuilt Peak],NN 06236 30745,3,03C,1103.1,3619,50,377W,NN062307,206236,730745,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,206236,730745,56.429003,-5.1438039
106,243,"http://www.streetmap.co.uk/map?X=208331&Y=730770&SV=208331,730770&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 08331 30770,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=243,Ben Cruachan - Drochaid Ghlas,NN 08331 30770,3,03C,1024.4,3361,50,377W,NN083307,208331,730770,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,208331,730770,56.430083,-5.1099052
107,260,"http://www.streetmap.co.uk/map?X=206977&Y=729562&SV=206977,729562&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 06977 29562,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=260,Ben Cruachan - Meall Cuanail,NN 06977 29562,3,03C,920.2,3019,50,377W,NN069295,206977,729562,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,206977,729562,56.418694,-5.1309348
108,244,"http://www.streetmap.co.uk/map?X=209482&Y=730858&SV=209482,730858&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 09482 30858,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=244,Stob Daimh [Stob Diamh],NN 09482 30858,3,03C,999.2,3278,50,377W,NN094308,209482,730858,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,209482,730858,56.431338,-5.0913343
109,250,"http://www.streetmap.co.uk/map?X=209558&Y=730249&SV=209558,730249&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 09558 30249,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=250,Stob Daimh - Stob Garbh,NN 09558 30249,3,03C,981.7,3221,50,377W,NN095302,209558,730249,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,209558,730249,56.425906,-5.0896603
110,253,"http://www.streetmap.co.uk/map?X=209926&Y=731145&SV=209926,731145&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 09926 31145,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=253,Stob Daimh - Sron An Isean,NN 09926 31145,3,03C,966.6,3171,50,377W,NN099311,209926,731145,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,209926,731145,56.434092,-5.0843541
111,249,"http://www.streetmap.co.uk/map?X=213562&Y=732797&SV=213562,732797&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 13562 32797,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=249,Beinn Eunaich,NN 13562 32797,3,03C,989,3245,50,377W,NN135327,213562,732797,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,213562,732797,56.450364,-5.0266556
112,251,"http://www.streetmap.co.uk/map?X=210978&Y=732848&SV=210978,732848&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 10978 32848,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=251,Beinn a' Chochuill,NN 10978 32848,3,03C,980,3215,50,377W,NN109328,210978,732848,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,210978,732848,56.449793,-5.0685518
113,254,"http://www.streetmap.co.uk/map?X=214851&Y=740528&SV=214851,740528&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 14851 40528,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=254,Beinn nan Aighenan,NN 14851 40528,3,03C,960,3150,50,377W,NN148405,214851,740528,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,214851,740528,56.520231,-5.0112672
114,238,"http://www.streetmap.co.uk/map?X=212576&Y=742714&SV=212576,742714&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 12576 42714,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=238,Ben Starav,NN 12576 42714,3,03C,1079.5,3542,50,377W,NN125427,212576,742714,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,212576,742714,56.538941,-5.0497661
115,242,"http://www.streetmap.co.uk/map?X=213134&Y=742665&SV=213134,742665&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 13134 42665,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=242,Ben Starav - Stob Coire Dheirg,NN 13134 42665,3,03C,1027.7,3372,50,377W,NN131426,213134,742665,TOP,TOP,TOP,TOP,TOP,TOP,TOP,,,TOP,TOP,213134,742665,56.538723,-5.0406703
116,239,"http://www.streetmap.co.uk/map?X=212838&Y=742486&SV=212838,742486&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 12838 42486,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=239,Ben Starav - Stob Coire Dheirg (1984-1990 position),NN 12838 42486,3,03C,1068,3504,50,377W,NN128424,212838,742486,,,,,,,,TOP,TOP,,,212838,742486,56.537,-5.0453476
117,257,"http://www.streetmap.co.uk/map?X=212914&Y=741562&SV=212914,741562&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 12914 41562,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=257,Ben Starav - Meall Cruidh,NN 12914 41562,3,03C,930,3051,50,377W,NN129415,212914,741562,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,TOP,212914,741562,56.528741,-5.0434481
118,259,"http://www.streetmap.co.uk/map?X=212464&Y=741000&SV=212464,741000&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 12464 41000,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=259,Ben Starav - Stob an Duine Ruaidh,NN 12464 41000,3,03C,918,3012,50,377W,NN124410,212464,741000,,,,,,,,,,TOP,TOP,212464,741000,56.523519,-5.0503474
119,245,"http://www.streetmap.co.uk/map?X=215327&Y=742982&SV=215327,742982&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 15327 42982,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=245,Glas Bheinn Mhor,NN 15327 42982,3,03C,997.7,3273,50,377W,NN153429,215327,742982,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,215327,742982,56.542434,-5.0052861
120,241,"http://www.streetmap.co.uk/map?X=216952&Y=744303&SV=216952,744303&A=Y&Z=115",http://www.geograph.org.uk/gridref/NN 16952 44303,http://www.hill-bagging.co.uk/mountaindetails.php?qu=S&rf=241,Stob Coir' an Albannaich,NN 16952 44303,3,03C,1044,3425,50,377W,NN169443,216952,744303,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,MUN,216952,744303,56.554922,-4.9798281
